namespace,image,cve
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-13728
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-16879
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-13729
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-13730
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-13731
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-13732
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-13733
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-13734
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-19217
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-19211
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2019-17594
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2019-17595
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-18078
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-15686
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-15688
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-16864
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-16865
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2019-3842
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2016-7796
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-1049
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2019-6454
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-16888
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-6954
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2019-3815
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-16864
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2016-2779
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2016-5011
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-12424
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2016-6252
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-2616
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-7169
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2016-2779
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2016-5011
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-1000366
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-10684
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-10685
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-11112
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-11113
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-13728
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-16879
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-13729
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-13730
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-13731
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-13732
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-13733
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-13734
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-19217
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-19211
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2019-17594
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2019-17595
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-10684
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-10685
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-11112
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-11113
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-13728
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-16879
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-13729
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-13730
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-13731
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-13732
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-13733
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-13734
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-19217
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-19211
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2019-17594
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2019-17595
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-12424
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2016-6252
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-2616
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-7169
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-12883
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-18311
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-6797
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-6913
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-12837
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-12015
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-6512
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-12883
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-18311
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-6797
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-6913
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-12837
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-12015
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-6512
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-12883
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-18311
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-6797
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-6913
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-12837
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-12015
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-6512
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-1126
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-1122
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-1123
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-1124
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-1125
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-17512
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-18078
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-15686
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-15688
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-16864
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-16865
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2019-3842
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2016-7796
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-1049
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2019-6454
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-16888
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-6954
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2019-3815
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-16864
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-18078
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-15686
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-15688
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-16864
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-16865
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2019-3842
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2016-7796
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-1049
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2019-6454
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-16888
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-6954
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2019-3815
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-16864
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-20482
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2017-18078
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-15686
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-15688
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-16864
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-16865
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2019-3842
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2016-7796
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-1049
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2019-6454
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-16888
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-6954
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2019-3815
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2018-16864
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2016-2779
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2016-5011
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2016-9841
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2016-9843
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2016-9840
sock-shop,catalogue-db-6d76c95d76-6qj9s_catalogue-db,CVE-2016-9842
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2018-0732
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2017-3735
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2017-3736
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2017-3737
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2017-3738
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2018-0733
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2018-0734
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2018-0737
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2018-0739
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2018-5407
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2018-0732
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2017-3735
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2017-3736
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2017-3737
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2017-3738
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2018-0733
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2018-0734
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2018-0737
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2018-0739
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2018-5407
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2017-15650
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2016-9841
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2016-9843
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2016-9840
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2016-9842
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2020-15366
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2020-8244
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2017-18077
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2020-7610
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2018-13863
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2019-2391
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2020-7610
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2018-13863
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2019-2391
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2017-18869
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2022-25901
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2017-20165
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2017-16137
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2017-20165
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2017-16137
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2017-20165
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2017-16137
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2018-16492
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2017-16118
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2017-16119
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2019-13173
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2017-16042
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2019-19919
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2021-23369
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2021-23383
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2019-20920
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2019-20922
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2022-29167
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2018-3728
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2021-23362
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2020-7788
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2018-1107
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2018-1107
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2021-3918
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2021-23807
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2017-16138
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2022-3517
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2021-44906
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2020-7598
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2021-44906
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2020-7598
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2019-5413
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2019-5413
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2017-20162
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2018-7408
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2019-16775
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2019-16776
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2019-16777
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2020-15095
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2020-7754
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2017-1000048
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2022-24999
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2017-1000048
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2022-24999
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2017-1000048
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2022-24999
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2021-29469
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2023-28155
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2022-25883
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2018-3737
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2018-3737
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2018-3737
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2018-21270
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2017-16129
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2018-20834
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2021-32803
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2021-32804
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2021-37701
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2021-37712
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2021-37713
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2017-15010
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2023-26136
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2017-15010
sock-shop,front-end-5d7b595bcd-55c4k_front-end,CVE-2023-26136
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2017-16544
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2017-15873
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2017-8105
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2017-8287
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2016-10244
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2017-3731
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2018-0732
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2016-7055
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2017-3732
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2017-3735
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2017-3736
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2017-3737
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2017-3738
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2018-0733
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2018-0734
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2018-0737
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2018-0739
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2018-5407
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2017-3731
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2018-0732
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2016-7055
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2017-3732
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2017-3735
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2017-3736
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2017-3737
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2017-3738
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2018-0733
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2018-0734
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2018-0737
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2018-0739
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2018-5407
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2017-10790
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2017-6891
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2018-6003
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2017-15650
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2016-9841
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2016-9843
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2016-9840
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2016-9842
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2017-5929
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2021-42550
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2017-15095
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2017-7525
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2017-17485
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2017-15095
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2017-7525
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2018-11307
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2018-14718
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2018-14719
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2018-14720
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2018-14721
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2018-19360
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2018-19361
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2018-19362
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2018-7489
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2017-7525
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2019-14379
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2019-14540
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2019-14892
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2019-14893
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2019-16335
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2019-16942
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2019-16943
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2019-17267
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2019-17531
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2019-20330
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2020-8840
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2020-9546
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2020-9547
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2020-9548
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2018-12022
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2018-12023
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2018-5968
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2017-7525
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2019-12086
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2019-14439
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2020-10650
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2020-10969
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2020-35490
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2020-35491
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2020-36518
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2022-42003
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2022-42004
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2018-1000873
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2019-12384
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2019-12814
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2017-5648
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2017-5651
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2018-8014
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2020-1745
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2020-1938
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2017-12617
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2017-12615
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2017-5650
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2017-5664
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2017-7675
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2018-1336
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2018-8034
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2019-0199
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2019-0232
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2019-10072
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2019-0199
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2019-12418
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2019-17563
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2020-11996
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2020-13934
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2020-13935
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2020-17527
sock-shop,orders-d5f745cc6-6xrrc_orders,CVE-2020-9484
